Area,Location,Property Type,Number of structures,Swimming Pool,Boundary,Age Category,Land Rate,Market Value,Number of rooms,Proximity to schools(km),Proximity to healthcare(km),Proximity to malls(km),Proximity to highway(km),Latitude,Longitude
864.0,low density,double_storey,1,Yes,walled&electric,new,107.1428571,173863.3571,10,1.765289151,1.674569214,10.48996497,0.824574091,-17.725095670900917,31.094083554462788
1175.77,low density,single_storey,2,Yes,walled,new,107.1428571,165167.15,8,1.78157162,1.680424945,10.50029949,0.541559706,-17.70835397854049,31.02679912327105
804.68,low density,double_storey,1,No,walled&electric,new,107.1428571,138474.7071,12,1.784136723,1.707753936,10.52642292,0.530344713,-17.74010768315896,31.094985404603047
1400.31,low density,single_storey,3,Yes,walled,new,107.1428571,230919.6,11,1.791168491,1.690358066,10.51235641,0.504794861,-17.783373327761666,31.009268976462852
885.5,low density,single_storey,1,No,walled,new,107.1428571,143940.5714,12,1.804925697,1.740244783,10.56250732,0.518029834,-17.748656874321963,31.149759508798986
826.39,low density,single_storey,1,Yes,walled&electric,new,107.1428571,139776.0714,13,1.830373823,1.780166535,10.60642376,0.468307631,-17.78527986179031,31.185543392555378
717.44,low density,double_storey,1,Yes,walled,new,107.1428571,131653.4214,14,1.861443646,1.791314447,10.64580054,0.424001864,-17.764294739507143,31.004564573512347
800.0,low density,single_storey,1,Yes,walled&electric,old,107.1428571,137361.4214,8,1.88247552,1.757951782,10.68696622,0.38412041,-17.730711371150406,31.198160353361477
1169.07,low density,single_storey,1,No,walled,old,107.1428571,163519.2,12,1.909507448,1.719006805,10.73298885,0.342923922,-17.775520567327757,31.18371243910468
648.07,low density,single_storey,1,Yes,walled&electric,old,107.1428571,126274.0571,11,1.901951166,1.710757184,10.77094607,0.296913682,-17.74536966217,31.077723849876367
720.38,low density,single_storey,2,No,walled&electric,old,107.1428571,130921.0214,13,1.930347642,1.68611756,10.77811259,0.260271011,-17.731961485258616,31.007161614258095
1408.12,low density,single_storey,1,Yes,walled,old,107.1428571,179987.85,11,1.983154698,1.644500573,10.7821419,0.251779845,-17.711192095215267,31.119390844503787
885.52,low density,single_storey,1,Yes,walled,old,107.1428571,142572.7286,12,1.970018136,1.638412198,10.82656231,0.255266931,-17.727995218996476,31.057969420224307
1144.01,low density,single_storey,1,Yes,walled,old,107.1428571,160957.8571,14,1.990885609,1.631337206,10.80107892,0.204354471,-17.748880836104696,31.15419564900623
449.95,low density,double_storey,1,No,walled,old,107.1428571,111376.4571,13,2.008068805,1.58904194,10.88764143,0.236484601,-17.713253309487307,31.11448130285577
647.98,low density,double_storey,2,Yes,walled&electric,old,107.1428571,125395.4,9,2.048856278,1.543261129,10.93204131,0.144981459,-17.790144566960326,31.038035513054755
890.52,low density,single_storey,1,No,walled&electric,old,107.1428571,142376.6429,13,3.603369797,1.669907068,9.753861389,0.109135911,-17.70193129555334,31.014267323698107
1439.82,low density,single_storey,3,Yes,walled,new,107.1428571,181489.7071,11,2.047580665,1.440076962,10.33135227,0.104539347,-17.74466342709396,31.012605604626437
1200.0,low density,single_storey,2,Yes,walled,new,107.1428571,164303.2929,8,2.06920531,1.443030424,10.33721763,0.608422539,-17.739640194773447,31.073540815014553
792.0,low density,single_storey,1,Yes,walled,new,107.1428571,135044.4357,8,2.441608901,1.435342916,10.33543886,0.609760198,-17.729859926196323,31.192361679869084
1199.97,low density,single_storey,1,Yes,walled,new,107.1428571,206959.0429,8,3.560486016,1.778021665,10.1582362,0.057740005,-17.703116067442487,31.04803272046677
786.08,low density,single_storey,1,Yes,walled&electric,new,107.1428571,134493.0571,13,3.587410418,1.764955675,10.10368618,0.098677815,-17.71640555151319,31.102045118825743
1330.0,low density,single_storey,1,No,walled,old,107.1428571,173347.5571,13,3.65555649,1.840045519,10.15111517,0.164358237,-17.776461427374272,31.053643629201975
1800.01,low density,single_storey,2,Yes,walled,old,107.1428571,271182.0143,14,3.682676584,1.818660573,10.07676471,0.633937633,-17.786593448684997,31.074560593712306
791.91,low density,single_storey,1,No,walled&electric,old,107.1428571,134837.7714,9,3.569087814,1.714479026,10.0379432,0.625955873,-17.766833865645836,31.056292035808056
657.87,low density,single_storey,1,Yes,walled,old,107.1428571,125122.8643,8,3.591897364,1.734616195,10.04442881,0.739279587,-17.701927356505507,31.16203466794284
1386.0,low density,single_storey,1,Yes,walled,old,107.1428571,176959.7571,12,3.619027197,1.709568811,9.961876975,0.716836883,-17.706114647683492,31.08648281823929
648.0,low density,single_storey,1,Yes,walled,relatively new,107.1428571,124141.7429,9,3.629384603,1.728769248,9.983205201,0.168451991,-17.750479724807487,31.068062263766986
761.77,low density,double_storey,1,Yes,walled&electric,relatively new,107.1428571,159183.2643,14,3.688637442,1.786237437,10.00740304,0.156222795,-17.756728464855147,31.18134178569402
999.98,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,148945.8571,13,3.645449048,1.771524931,10.0403358,0.646509687,-17.733572701131333,31.161880250594187
1375.0,low density,single_storey,1,No,walled&electric,relatively new,107.1428571,175616.8429,13,3.665919085,1.780219623,10.02828502,0.670575469,-17.729655045674427,31.141671871696307
807.36,low density,single_storey,2,Yes,walled&electric,relatively new,107.1428571,139892.0429,11,3.687857316,1.761392824,9.960632776,0.65717502,-17.740498112915272,31.095082693254774
792.0,low density,single_storey,1,Yes,walled,relatively new,107.1428571,133600.3929,9,3.676067608,1.739368432,9.935406535,0.668837232,-17.717479216615775,31.073324621308956
1199.91,low density,single_storey,2,Yes,walled,new,107.1428571,162504.9429,8,3.694629021,1.742860806,9.913738944,0.126743633,-17.797622265303737,31.057133550956458
670.33,low density,double_storey,2,Yes,walled&electric,new,107.1428571,124587.2071,8,3.647580908,1.700992912,9.903617704,0.127713598,-17.725827900236535,31.17494943959635
804.96,low density,single_storey,1,No,walled&electric,new,142.8571429,191419.7714,12,3.662522859,1.703696666,9.885941691,0.101205655,-17.701934907575833,31.142835944661186
880.36,low density,single_storey,1,No,walled&electric,new,107.1428571,133899.15,11,3.634475486,1.56646208,9.647002481,0.106791785,-17.72418366267508,31.046823862325628
1199.99,low density,single_storey,1,Yes,walled,new,107.1428571,161956.1786,11,3.625288199,1.592039602,9.71900348,0.215737735,-17.719600160165474,31.173419394858893
792.01,low density,single_storey,2,Yes,walled&electric,new,107.1428571,132778.9071,9,3.485381414,1.450505279,9.665143271,0.145037243,-17.752633272990526,31.159826543908483
734.87,low density,double_storey,1,No,walled&electric,new,107.1428571,128649.0929,14,3.430267983,1.414613233,9.682529663,1.383201922,-17.776500318883173,31.10043647697919
507.52,low density,double_storey,1,Yes,walled,new,107.1428571,112433.0714,13,3.380656788,1.381715477,9.69501011,1.326627673,-17.723030395330515,31.13237366976077
1200.21,low density,single_storey,1,Yes,walled,new,107.1428571,161592.6571,13,3.338097606,1.348999007,9.696268006,1.276014974,-17.747013538647508,31.18473361064907
778.62,low density,double_storey,1,Yes,walled,new,107.1428571,131473.0286,8,3.277549422,1.310682757,9.710732985,1.233220574,-17.748070772278062,31.004628199529943
1220.69,low density,single_storey,2,Yes,walled,new,107.1428571,169687.7357,8,3.266192918,1.339041298,9.772416789,1.171627508,-17.72891651074455,31.035763456035824
792.0,low density,single_storey,2,No,walled,established,107.1428571,132298.6214,9,3.351456049,1.394226667,9.757981548,1.157983475,-17.776681763553487,31.16486960710053
784.01,low density,single_storey,2,Yes,walled&electric,established,107.1428571,131657.4857,10,3.386997104,1.42580454,9.765803689,1.243804338,-17.741250105753885,31.010679564573696
132.38,low density,single_storey,1,Yes,walled,established,107.1428571,185876.3357,8,3.378882814,1.431689166,9.787141819,0.180961268,-17.7834409155806,31.0916592190107
1200.0,low density,single_storey,1,No,walled,established,107.1428571,152627.2071,14,3.277907811,1.381490867,9.82793521,0.183805489,-17.75619333571042,31.15648541135233
1314.0,low density,single_storey,1,Yes,walled,established,107.1428571,169312.1571,11,3.305844364,1.400885989,9.826787544,1.169485917,-17.728443081621467,31.165059942450068
1152.02,low density,single_storey,1,Yes,walled&electric,established,107.1428571,157695.7643,14,3.431158226,1.491666159,9.823215663,0.255578908,-17.774949616961937,31.00766628128327
1125.0,low density,single_storey,2,Yes,walled&electric,established,107.1428571,155427.3786,13,3.476379392,1.523685273,9.818689417,0.129327441,-17.78766451738056,31.106141806802484
1125.01,low density,single_storey,1,Yes,walled,established,107.1428571,155398.6286,9,3.45134946,1.458634282,9.73407578,0.08456434,-17.782101407578487,31.192015026829104
612.0,low density,double_storey,1,No,walled&electric,established,107.1428571,118255.9,9,3.47506867,1.497184848,9.771399807,0.142771658,-17.7355591436593,31.050550530086316
1152.02,low density,single_storey,2,Yes,walled&electric,established,107.1428571,156755.6857,14,3.535701504,1.527019992,9.735858891,0.102675858,-17.71952891909349,31.160566360983
722.26,low density,single_storey,1,No,walled&electric,established,107.1428571,126021.4571,12,3.566889374,1.553895514,9.739100587,0.103974148,-17.744806512641098,31.05256680224557
871.2,low density,single_storey,1,Yes,walled&electric,established,107.1428571,136611.6,8,3.592384742,1.569243906,9.727984474,0.102017766,-17.771030950760192,31.171672818852254
1792.0,low density,single_storey,1,Yes,walled,established,107.1428571,265881.8214,13,3.36590197,1.46404078,9.859433901,0.120665222,-17.745849869541903,31.080619222303117
692.11,low density,single_storey,1,No,walled&electric,established,107.1428571,123150.1857,8,3.413976041,1.521566899,9.897728723,0.200438006,-17.722509418514434,31.174770582603376
792.01,low density,single_storey,1,Yes,walled,established,107.1428571,130246.15,11,3.346648757,1.476647565,9.903458826,0.16742658,-17.702988843267605,31.05426103939996
2124.99,low density,single_storey,2,Yes,walled&electric,established,107.1428571,225270.1929,10,3.323367438,1.475211018,9.927596773,0.234644366,-17.73106771279811,31.050599584944223
648.0,low density,single_storey,2,Yes,walled,new,107.1428571,119511.2786,11,3.260654882,1.397603044,9.873154261,0.183935609,-17.772691855415676,31.153583872809705
612.0,low density,double_storey,1,Yes,walled&electric,new,107.1428571,116766.2143,10,3.267938893,1.430093872,9.91633615,0.110812421,-17.77435565749668,31.199716407911115
1784.0,low density,single_storey,1,No,walled&electric,relatively new,107.1428571,264055.1071,12,3.355604002,1.502046905,9.934734821,0.139799206,-17.720351662436187,31.01118140926424
1105.37,low density,single_storey,1,Yes,walled,relatively new,107.1428571,151844.5571,14,3.264793526,1.492559205,10.01549264,0.241549632,-17.703080829978056,31.10698136470273
647.93,low density,single_storey,1,No,walled,relatively new,107.1428571,119127.2571,11,3.282781474,1.483638576,9.984010064,0.070535259,-17.784427097946512,31.05473732077206
748.07,low density,single_storey,1,No,walled,relatively new,107.1428571,126128.7143,14,3.312758742,1.524093667,10.01604956,0.244861479,-17.730474020950457,31.198729007812382
805.25,low density,double_storey,1,Yes,walled&electric,relatively new,107.1428571,158809.3286,14,3.273352654,1.513900207,10.0394598,0.234041647,-17.742633186494725,31.11883213522805
1259.99,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,162459.3571,13,3.273616466,1.544428974,10.08497031,0.047992185,-17.729326298611994,31.163878311122676
885.45,low density,double_storey,1,Yes,walled,relatively new,107.1428571,135449.0286,13,3.327938808,1.56648552,10.06630779,0.089133744,-17.746612730695425,31.18183424895833
792.01,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,128802.55,11,3.363384347,1.584418772,10.05824142,0.045341061,-17.788024814142013,31.043092735460718
886.14,low density,single_storey,1,Yes,walled,relatively new,107.1428571,135230.9643,8,3.458531012,1.581135445,9.944514761,0.044530277,-17.798538949334983,31.0547864143209
141.69,low density,single_storey,2,Yes,walled,new,107.1428571,161742.0571,11,3.515364012,1.647164563,9.987774526,0.159478507,-17.712727517376475,31.03561666257699
600.0,low density,double_storey,1,Yes,walled,old,107.1428571,114435.6929,8,3.477275607,1.580665571,9.919854971,0.16433315,-17.78083083867826,31.001725577781595
793.83,low density,single_storey,1,No,walled&electric,old,107.1428571,128197.5571,12,3.49963114,1.605074021,9.93387095,0.125870474,-17.70605843528382,31.028080340989053
1157.96,low density,single_storey,1,Yes,walled,old,107.1428571,153994.8429,10,3.555200597,1.650863315,9.942017277,0.12168453,-17.755924417811766,31.194941150511468
648.01,low density,single_storey,1,Yes,walled,old,107.1428571,117458.4857,14,3.534419779,1.62388374,9.921218425,0.10509667,-17.780084746848306,31.03275451941236
611.88,low density,single_storey,2,No,walled&electric,old,107.1428571,136431.3857,11,3.516070659,1.58549073,9.876418444,0.09089929,-17.7058085918567,31.140523503687852
863.98,low density,single_storey,1,Yes,walled&electric,new,107.1428571,132451.5071,13,3.549542068,1.621749421,9.896361534,0.062701412,-17.789078552048505,31.186877680461446
720.0,low density,single_storey,1,No,walled&electric,new,107.1428571,121839.7357,13,3.568338056,1.647070754,9.916850781,0.060501947,-17.747047727422057,31.10442693387153
764.27,low density,single_storey,1,No,walled,new,107.1428571,124972.1429,12,3.587839292,1.649642638,9.893744374,0.077766881,-17.727933211994483,31.08005398108159
691.42,low density,single_storey,1,No,walled&electric,new,107.1428571,119643.7714,8,3.574911178,1.612187837,9.841343092,0.057856746,-17.73775222675012,31.19258334110425
1186.62,low density,single_storey,2,Yes,walled,new,107.1428571,154984.9571,10,3.598200651,1.632413609,9.845148519,0.014439315,-17.762907020952383,31.000771421729315
1375.0,low density,single_storey,1,Yes,walled,new,107.1428571,168405.5,11,3.603246886,1.619291533,9.811466849,0.037731281,-17.700552628277105,31.04184229331074
810.02,low density,single_storey,1,No,walled&electric,new,107.1428571,126760.65,11,3.556925976,1.578863732,9.804263137,0.05473077,-17.70307915579619,31.068413018672704
648.0,low density,single_storey,1,Yes,walled,new,107.1428571,139371.2357,9,3.543456786,1.575695549,9.818568752,0.034959869,-17.763250829220006,31.058856475977283
830.21,low density,single_storey,1,No,walled&electric,new,107.1428571,129073.8643,13,2.792448241,0.830304044,9.51402093,0.025072141,-17.774348232500742,31.02123619329445
1970.0,low density,double_storey,2,Yes,walled,new,107.1428571,210476.0143,11,2.823454567,0.844992645,9.505792462,0.717244151,-17.705893823773007,31.092378335770153
611.92,low density,double_storey,1,Yes,walled&electric,new,107.1428571,113327.2929,14,2.85119181,0.852035596,9.488998401,0.749164023,-17.75896816200724,31.117274809146114
1086.18,low density,single_storey,1,Yes,walled,new,107.1428571,147469.3143,12,2.884985322,0.861999943,9.46854777,0.780168695,-17.74701973833608,31.06851572014258
1386.0,low density,double_storey,1,Yes,walled&electric,new,107.1428571,168183.2286,13,2.917161783,0.860224411,9.430131492,0.817968543,-17.734962119243555,31.17112025597154
1186.51,low density,single_storey,1,No,walled,new,107.1428571,195931.0071,13,2.60951948,0.830324681,9.656915011,0.859288093,-17.79723307938531,31.113325369545045
902.73,low density,single_storey,1,Yes,walled&electric,new,107.1428571,165438.8,11,3.653407667,1.758123045,9.798918113,0.096621868,-17.74999716618998,31.164538017487082
683.9,low density,single_storey,1,No,walled,new,107.1428571,117506.6286,11,3.573296675,1.654510961,9.755213265,0.19161679,-17.71483741906902,31.146498583448757
611.99,low density,double_storey,1,No,walled&electric,new,107.1428571,112308.6643,9,2.514095323,1.215940217,10.96285511,0.074193584,-17.791648539744877,31.08885917711966
648.01,low density,single_storey,1,No,walled&electric,new,107.1428571,114838.55,9,2.443956479,1.287897924,10.90633616,0.142616935,-17.749635390510377,31.06134657294412
1386.0,low density,single_storey,1,Yes,walled&electric,established,107.1428571,167550.45,9,2.41264009,1.17316803,11.19436054,0.612780351,-17.725119311885777,31.141399321099225
898.96,low density,single_storey,1,Yes,walled&electric,established,107.1428571,134757.7,11,2.449949259,1.131491536,11.23917768,0.170978585,-17.767521935726183,31.095806722449606
648.04,low density,single_storey,1,No,walled,established,107.1428571,114764.4071,14,1.848283763,1.729403851,10.87994693,0.156554844,-17.72725288936651,31.014506331766572
1152.02,low density,single_storey,1,Yes,walled,established,107.1428571,150625.5071,10,1.929160621,1.643347593,10.97918899,1.289494535,-17.711067351400658,31.151613556682857
612.13,low density,single_storey,1,No,walled,established,107.1428571,111993.0929,10,1.922323488,1.656387406,10.91823552,1.367266035,-17.716919289948756,31.1664346814854
604.16,low density,double_storey,2,No,walled&electric,established,107.1428571,132892.3929,12,1.90052805,1.673572268,10.94168807,1.297680494,-17.719914648085897,31.172125754426677
904.45,low density,single_storey,2,Yes,walled&electric,established,107.1428571,165032.3071,11,1.74763787,1.614080378,10.42793628,1.336374485,-17.779607326823363,31.03372287650282
719.83,low density,double_storey,1,No,walled,established,107.1428571,119538.7,9,2.236861691,1.341232441,11.11931925,0.603089888,-17.72350334197117,31.13818834791852
792.0,low density,single_storey,2,Yes,walled&electric,relatively new,107.1428571,124681.9714,10,2.273862699,1.300972448,11.16699746,0.173483853,-17.787586470206946,31.011894087115273
647.98,low density,single_storey,1,No,walled&electric,relatively new,107.1428571,114365.2071,11,2.304720123,1.267988787,11.2093609,0.145504292,-17.777630223580783,31.01042990173149
683.96,low density,single_storey,1,Yes,walled,relatively new,107.1428571,141283.6429,13,2.306618122,1.267766419,11.19194762,0.102680843,-17.746702624520015,31.03973085378149
1200.04,low density,single_storey,2,Yes,walled&electric,relatively new,107.1428571,153699.0571,13,2.354491775,1.216882731,11.2753707,0.118085368,-17.786127916260323,31.158900258522454
800.01,low density,single_storey,1,Yes,walled,relatively new,107.1428571,125125.4857,13,2.418071529,1.154504983,11.3507953,0.035813221,-17.75636494645443,31.007838764102264
1082.4,low density,single_storey,1,Yes,walled,relatively new,107.1428571,157886.2,9,2.407164343,1.166064297,11.35205248,0.042292944,-17.77848851628677,31.114639697337818
684.06,low density,single_storey,1,No,walled,relatively new,107.1428571,116316.5714,12,2.429007649,1.144352742,11.36701818,0.042350364,-17.74116684528688,31.02418813266222
648.06,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,113695.9357,10,2.257737268,1.319755774,11.29459679,0.058238649,-17.735980137058068,31.17550116983541
828.0,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,126491.2286,10,2.334440015,1.238525212,11.30402036,0.152275947,-17.73935580770072,31.00692470272018
810.04,low density,single_storey,1,No,walled&electric,relatively new,107.1428571,125179.8643,8,2.41510942,1.161036446,11.38172595,0.059209113,-17.701945101710884,31.135229044561996
697.12,low density,single_storey,1,No,walled&electric,relatively new,107.1428571,117026.2929,9,2.533191051,1.334160612,10.79545928,0.074345722,-17.73310538513896,31.00912844751833
647.99,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,113492.2643,13,2.566469801,1.345074193,10.77060794,0.776114085,-17.78309460248618,31.045889069284197
872.14,low density,single_storey,1,No,walled,relatively new,107.1428571,129482.4071,8,2.552041697,1.355882615,10.76261045,0.821130867,-17.722971945287203,31.07757756207958
648.0,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,113300.7143,12,2.550904847,1.364917179,10.7523716,0.822140197,-17.729900981202704,31.00843093297439
791.99,low density,single_storey,1,No,walled&electric,relatively new,107.1428571,151855.2286,8,2.532495672,1.318647099,10.81483832,0.199259111,-17.73782436911381,31.09560355929627
1255.09,low density,single_storey,1,Yes,walled,relatively new,107.1428571,156354.0571,11,2.575902092,1.283577286,10.84064668,0.754251369,-17.75579985765123,31.06856854928779
792.0,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,123013.5643,10,2.565236788,1.302271604,10.82196838,0.075208069,-17.763753681053085,31.124124596168365
1800.0,low density,double_storey,2,Yes,walled,relatively new,107.1428571,259284.6,13,2.468552387,1.332372356,10.827749,0.763769594,-17.772217527783496,31.159860869959267
975.0,low density,single_storey,1,No,walled&electric,relatively new,107.1428571,135990.0214,14,2.506435445,1.31872089,10.82634802,0.710192676,-17.7623263585645,31.12103496807666
720.0,low density,single_storey,1,Yes,walled&electric,relatively new,107.1428571,117717.9429,13,2.467066748,1.356420062,10.79686317,0.728600984,-17.70046291720497,31.183169053594213
800.0,low density,double_storey,1,Yes,walled,established,107.1428571,123428.5214,14,2.543153374,1.285922276,10.85123311,0.743915027,-17.760794442904096,31.05468797952321
537.44,low density,double_storey,2,Yes,walled,established,107.1428571,104616.0786,8,2.481541367,1.288435055,10.88014297,0.719179446,-17.716025185320277,31.0506745810167
684.06,low density,single_storey,1,No,walled,established,107.1428571,115083.4429,14,2.557341495,1.231218745,10.91518267,0.657013658,-17.74520175487715,31.18876398806105
814.0,low density,single_storey,1,No,walled,established,107.1428571,124215.6857,8,2.484182689,1.248825488,10.93536075,0.058988919,-17.79086248992647,31.169084493888413
648.0,low density,double_storey,1,No,walled,established,107.1428571,112160.0643,13,2.561468906,1.196419392,10.9600551,0.595746404,-17.74341750553341,31.107949589619587
1086.17,low density,single_storey,1,Yes,walled,established,107.1428571,144013.9357,9,2.571137182,1.159367173,11.00663555,0.090410843,-17.762627589091597,31.019398351099838
791.99,low density,single_storey,1,Yes,walled&electric,established,107.1428571,122288.1643,9,2.574545928,1.163353748,10.99862169,0.130923814,-17.745760753650583,31.18547973497932
1004.53,low density,single_storey,1,No,walled,established,107.1428571,173318.3357,8,2.342835103,1.341317235,10.9090549,0.119200515,-17.740334290353623,31.15998520775124
140.0,low density,single_storey,1,No,walled,established,107.1428571,194203.1071,11,2.362215498,1.329553327,10.90985118,0.100373967,-17.766473811792775,31.108771746461212
792.0,low density,single_storey,2,No,walled&electric,established,107.1428571,122076.3929,8,2.485314852,1.102774174,11.48038044,0.119523107,-17.738213623734804,31.179675986128334
1250.57,low density,single_storey,1,Yes,walled,established,107.1428571,154745.2857,11,3.770031338,1.783974723,9.719541205,0.170970145,-17.765877618269293,31.15714946621787
648.11,low density,single_storey,1,Yes,walled,established,107.1428571,111553.35,8,3.728178812,1.767264441,9.672865121,0.676684654,-17.772334749743813,31.178513863139408
900.1,low density,single_storey,1,No,walled,established,107.1428571,129543.6857,12,3.801194599,1.798242704,9.757355098,0.617379112,-17.716876148255643,31.133031339515775
1199.99,low density,single_storey,1,Yes,walled,new,107.1428571,150876.9,12,3.785502552,1.778209155,9.749872602,0.546127289,-17.791177435210187,31.142787379748768
615.91,low density,single_storey,1,Yes,walled&electric,new,107.1428571,109048.35,8,2.571601189,1.402765707,10.7029763,0.062884261,-17.70495018793332,31.00371794584859
612.03,low density,single_storey,1,No,walled&electric,new,107.1428571,130585.5429,9,2.549469093,1.446893681,10.65903018,0.189599231,-17.799477816415436,31.069998229860598
799.99,low density,single_storey,2,No,walled,new,107.1428571,122021.6286,11,2.535714028,1.450939358,10.6580258,0.158605264,-17.794294899203507,31.060223845520856
825.0,low density,single_storey,1,No,walled&electric,new,107.1428571,123732.2786,12,2.509455037,1.450133908,10.66638654,0.16827781,-17.777923817597063,31.169116109882705
791.99,low density,single_storey,1,Yes,walled&electric,new,107.1428571,121177.7429,11,2.533634327,1.425366258,10.68766557,0.198070654,-17.797352541485083,31.064759891134134
2500.0,low density,double_storey,2,Yes,walled,new,107.1428571,332392.6214,10,2.538239356,1.508729396,10.59311911,0.199482964,-17.75703307795001,31.077073142130484
620.85,low density,single_storey,1,Yes,walled&electric,new,107.1428571,108849.8286,14,2.521463989,1.518848413,10.585778,0.107391106,-17.716520682640493,31.09118120665296
584.0,low density,single_storey,1,Yes,walled,new,107.1428571,106013.4786,13,2.512928741,1.501858084,10.60675385,0.118385476,-17.703746788157602,31.140652487458865
612.0,low density,single_storey,1,Yes,walled&electric,new,107.1428571,108010.5286,9,2.553659532,1.496902973,10.60276243,0.14251013,-17.76619817360056,31.12846720460004
980.37,low density,single_storey,1,Yes,walled,new,107.1428571,134159.0,9,2.573671603,1.449217253,10.65079814,0.101286648,-17.736578565268765,31.131592703501248
799.99,low density,single_storey,1,Yes,walled,new,107.1428571,121207.2714,10,2.578016258,1.505133253,10.58912046,0.133076756,-17.724940642894623,31.136006612888448
812.65,low density,single_storey,1,Yes,walled,new,107.1428571,122543.1429,9,2.587030848,1.514974028,10.57703853,0.068085854,-17.73468434424727,31.030308000468438
864.02,low density,single_storey,1,No,walled&electric,new,107.1428571,156433.8,13,2.529062238,1.553502528,10.54615416,0.049449055,-17.737607892679577,31.195291356365978
647.52,low density,single_storey,1,Yes,walled&electric,new,107.1428571,110079.55,12,2.53200422,1.569108858,10.52866868,0.088238966,-17.73117442691886,31.00756803620818
611.9,low density,single_storey,1,No,walled,new,107.1428571,107497.1929,13,2.522421131,1.574019774,10.47018114,0.08049453,-17.71214577714629,31.114319682240353
800.0,low density,single_storey,2,No,walled,new,107.1428571,120928.7714,10,2.589035364,1.551579922,10.53785348,0.101748996,-17.768086735897917,31.164906350714567
612.03,low density,single_storey,1,No,walled,new,107.1428571,129356.7214,13,2.581124056,1.598568999,10.48759806,0.022735217,-17.7831371964316,31.01334662310458
800.01,low density,single_storey,1,Yes,walled,new,107.1428571,120891.6643,13,2.592271592,1.592540437,10.47933069,0.059070708,-17.770716999754974,31.050798230174962
792.0,low density,single_storey,2,No,walled&electric,new,107.1428571,119983.9571,12,2.581008636,1.520958432,10.40492888,0.066072089,-17.70339217922863,31.113615993642647
647.96,low density,single_storey,1,No,walled,new,107.1428571,109693.5643,12,2.59919981,1.558410638,10.44161447,0.141138186,-17.749843474830126,31.07223419018592
779.1,low density,single_storey,1,Yes,walled&electric,new,107.1428571,118959.6643,13,2.602202242,1.544886019,10.42654234,0.106020181,-17.754350199442197,31.054322328376625
828.01,low density,single_storey,1,Yes,walled&electric,new,107.1428571,122424.0357,13,2.583943798,1.48846368,10.36959834,0.122483006,-17.789511552571543,31.01447829187448
1495.37,low density,single_storey,2,Yes,walled,new,107.1428571,169941.0714,10,2.582066689,1.505201977,10.38788501,0.149326078,-17.735139429626294,31.190472472738954
683.98,low density,single_storey,1,No,walled,new,107.1428571,136262.1214,11,2.55279682,1.546674038,10.43708466,0.155646243,-17.709014985391335,31.02169455184853
784.0,low density,single_storey,1,No,walled,new,107.1428571,118710.2643,13,2.527004797,1.500584508,10.3924091,0.111279301,-17.7787755520093,31.002936585014503
1800.03,low density,single_storey,1,Yes,walled,new,107.1428571,255500.6714,11,2.520898942,1.51594014,10.40946388,0.124320472,-17.70548675359732,31.12798128860582
774.0,low density,single_storey,2,No,walled&electric,new,107.1428571,117824.45,14,2.513898835,1.462973933,10.35481317,0.13583851,-17.725326395248032,31.051894108167836
811.0,low density,single_storey,1,Yes,walled&electric,new,107.1428571,120424.8929,14,2.526847223,1.483114936,10.374021,0.090342361,-17.756881283026836,31.188899428457805
792.01,low density,single_storey,1,Yes,walled&electric,new,107.1428571,147148.8143,9,2.497038686,1.376746065,10.75774377,0.110763958,-17.720766145144225,31.036428550051113
836.0,low density,single_storey,2,No,walled&electric,new,107.1428571,122004.4786,14,2.475793369,1.412492497,10.7225805,0.800297665,-17.71727829829498,31.091607673608443
1800.01,low density,double_storey,1,Yes,walled,new,107.1428571,254996.0857,10,2.448098227,1.403019914,10.74623651,0.829504862,-17.7431843078939,31.193672365834477
792.0,low density,single_storey,1,Yes,walled&electric,new,107.1428571,118691.6357,12,2.424217299,1.42346232,10.7315221,0.792163219,-17.7868343827921,31.037080744235638
537.52,low density,single_storey,1,Yes,walled,new,107.1428571,100544.6286,11,2.399491813,1.515878909,10.62753354,0.799359617,-17.724718897394652,31.05708229559564
1136.0,low density,single_storey,2,Yes,walled&electric,new,107.1428571,143202.3429,11,2.406922693,1.495975156,10.64871398,0.020947572,-17.703010901511995,31.153285050511386
478.27,low density,double_storey,1,No,walled,new,107.1428571,96262.85714,9,2.379466666,1.472985787,10.68999392,0.04209972,-17.705298555252458,31.03420127435416
912.0,low density,single_storey,1,No,walled&electric,old,107.1428571,127125.4214,9,2.337657459,1.544579654,10.61926062,0.829865446,-17.702288532953578,31.038278331942138
800.02,low density,single_storey,2,No,walled,old,107.1428571,119114.6929,13,2.284288859,1.604901244,10.56894532,0.881207124,-17.705426154356086,31.110248569719126
1200.21,low density,double_storey,1,Yes,walled,old,107.1428571,139103.7429,14,2.269096373,1.586738574,10.49432048,0.829335019,-17.779862650372824,31.16075062280936
